"","X.2","X.1","X","algorithm","replicate","instance","group","result"
"2252",2252,2252,2252,1,17,23,6,385515.005245934
"2253",2253,2253,2253,1,15,19,5,280736.659161138
"2254",2254,2254,2254,1,22,109,25,6629271.811494
"2255",2255,2255,2255,2,20,39,9,751442.590263919
"2256",2256,2256,2256,1,25,10,3,35010.338794503
"2257",2257,2257,2257,2,16,142,33,10599117.1905263
"2258",2258,2258,2258,1,17,34,8,1374766.66648595
"2259",2259,2259,2259,2,3,50,12,1347009.74649736
"2260",2260,2260,2260,2,15,88,21,6300882.07798123
"2261",2261,2261,2261,1,4,136,32,8333831.68348797
"2262",2262,2262,2262,2,11,139,32,10640562.9926111
"2263",2263,2263,2263,1,20,136,32,9824406.84984387
"2264",2264,2264,2264,1,3,113,26,7757475.97480512
"2265",2265,2265,2265,1,10,123,29,8867596.06696533
"2266",2266,2266,2266,1,18,90,21,5018428.69759011
"2267",2267,2267,2267,2,10,116,27,9638968.51951948
"2268",2268,2268,2268,2,22,105,24,7192002.24386035
"2269",2269,2269,2269,1,15,60,14,3649768.47448882
"2270",2270,2270,2270,2,13,93,22,5231573.06250255
"2271",2271,2271,2271,1,9,108,25,7887848.59589471
"2272",2272,2272,2272,2,18,73,17,4310060.36724961
"2273",2273,2273,2273,1,6,44,11,1223077.38363814
"2274",2274,2274,2274,1,20,54,13,3438423.73372693
"2275",2275,2275,2275,1,29,82,19,5668441.83915582
"2276",2276,2276,2276,1,15,35,8,1154249.2152892
"2277",2277,2277,2277,1,6,19,5,296538.641087562
"2278",2278,2278,2278,2,21,132,31,10034396.4470301
"2279",2279,2279,2279,2,14,103,24,7202191.22097686
"2280",2280,2280,2280,2,7,87,20,5329417.35501053
"2281",2281,2281,2281,2,24,15,4,39215.0357611858
"2282",2282,2282,2282,1,10,64,15,4029215.14645298
"2283",2283,2283,2283,2,1,90,21,5344674.22852574
"2284",2284,2284,2284,2,25,86,20,5943646.9109512
"2285",2285,2285,2285,2,23,7,2,0.150886548535618
"2286",2286,2286,2286,1,19,15,4,82615.8045241041
"2287",2287,2287,2287,1,21,88,21,5954353.94951218
"2288",2288,2288,2288,1,11,54,13,2963382.78691063
"2289",2289,2289,2289,1,4,96,22,7366694.16487982
"2290",2290,2290,2290,2,18,72,17,4382219.9283818
"2291",2291,2291,2291,1,29,62,15,3227421.80899765
"2292",2292,2292,2292,1,5,27,7,745002.167919063
"2293",2293,2293,2293,2,23,132,31,8850080.56013337
"2294",2294,2294,2294,2,24,69,16,3496556.38940842
"2295",2295,2295,2295,2,18,47,11,1245829.80364954
"2296",2296,2296,2296,2,1,116,27,8585775.15904178
"2297",2297,2297,2297,2,22,149,34,11155046.8013728
"2298",2298,2298,2298,2,8,149,34,11799605.3445039
"2299",2299,2299,2299,1,8,26,6,459051.227694817
"2300",2300,2300,2300,2,28,65,15,3059170.5984384
"2301",2301,2301,2301,2,12,38,9,402529.496680353
"2302",2302,2302,2302,1,24,143,33,11577488.6501626
"2303",2303,2303,2303,2,12,94,22,6891244.95637311
"2304",2304,2304,2304,1,16,75,18,3522518.0121246
"2305",2305,2305,2305,2,18,37,9,474233.566411685
"2306",2306,2306,2306,2,14,13,3,228.45209670535
"2307",2307,2307,2307,2,21,142,33,11427164.1417747
"2308",2308,2308,2308,2,28,117,27,8145112.77538634
"2309",2309,2309,2309,1,4,92,21,6463549.00344797
"2310",2310,2310,2310,2,7,72,17,4651247.51360926
"2311",2311,2311,2311,1,15,32,8,928444.818397997
"2312",2312,2312,2312,2,24,84,20,6129006.41072965
"2313",2313,2313,2313,2,3,60,14,3980438.93815265
"2314",2314,2314,2314,1,26,138,32,9581526.25175854
"2315",2315,2315,2315,2,1,68,16,3791356.72030253
"2316",2316,2316,2316,1,16,81,19,5431556.95206023
"2317",2317,2317,2317,1,17,2,1,0.0101487799307932
"2318",2318,2318,2318,2,17,136,32,10793531.0340529
"2319",2319,2319,2319,2,8,59,14,2964928.13263518
"2320",2320,2320,2320,1,26,96,22,6556428.90906573
"2321",2321,2321,2321,1,10,133,31,9870852.2350276
"2322",2322,2322,2322,1,25,138,32,10626152.8732733
"2323",2323,2323,2323,2,19,63,15,3537660.85361257
"2324",2324,2324,2324,2,15,15,4,437.391792231974
"2325",2325,2325,2325,1,22,124,29,9462405.85250866
"2326",2326,2326,2326,2,3,37,9,400427.378007465
"2327",2327,2327,2327,1,13,6,2,408.851287240351
"2328",2328,2328,2328,2,3,27,7,304457.580223799
"2329",2329,2329,2329,1,3,62,15,3439223.03412852
"2330",2330,2330,2330,2,13,71,17,4621455.56031318
"2331",2331,2331,2331,2,7,101,24,6301600.99101693
"2332",2332,2332,2332,1,2,99,23,6686499.20527869
"2333",2333,2333,2333,1,12,142,33,10645428.5401013
"2334",2334,2334,2334,1,5,37,9,1601084.18551138
"2335",2335,2335,2335,1,24,139,32,11486084.9074707
"2336",2336,2336,2336,1,15,126,29,9081143.0042072
"2337",2337,2337,2337,2,19,13,3,301.281872898494
"2338",2338,2338,2338,2,11,126,29,9201121.4643553
"2339",2339,2339,2339,1,29,26,6,591478.95772067
"2340",2340,2340,2340,2,11,66,16,3919121.21051724
"2341",2341,2341,2341,2,15,141,33,10348394.9736101
"2342",2342,2342,2342,1,26,88,21,6231256.10575472
"2343",2343,2343,2343,1,18,13,3,107281.754053468
"2344",2344,2344,2344,1,23,104,24,7652225.76115943
"2345",2345,2345,2345,2,7,22,6,3789.26166282892
"2346",2346,2346,2346,2,4,20,5,38466.9014767875
"2347",2347,2347,2347,1,21,56,13,1714689.11572376
"2348",2348,2348,2348,2,4,34,8,974043.128460756
"2349",2349,2349,2349,2,5,58,14,2681685.91036114
"2350",2350,2350,2350,2,28,13,3,614.520342514919
"2351",2351,2351,2351,1,2,8,2,8075.78267953163
"2352",2352,2352,2352,1,5,101,24,7431684.03277415
"2353",2353,2353,2353,2,12,105,24,7465594.19657467
"2354",2354,2354,2354,2,7,68,16,4274192.96357791
"2355",2355,2355,2355,2,1,106,25,8140370.31073255
"2356",2356,2356,2356,2,5,65,15,4510435.14783039
"2357",2357,2357,2357,1,22,26,6,612300.08111951
"2358",2358,2358,2358,2,5,144,33,11683608.7034535
"2359",2359,2359,2359,2,11,22,6,42417.0398378115
"2360",2360,2360,2360,2,1,138,32,10622057.2915
"2361",2361,2361,2361,2,18,121,28,8757773.55734226
"2362",2362,2362,2362,1,21,24,6,427937.840867941
"2363",2363,2363,2363,2,17,47,11,1316290.30873437
"2364",2364,2364,2364,1,18,46,11,2150983.24947239
"2365",2365,2365,2365,1,27,126,29,8830621.92933243
"2366",2366,2366,2366,1,2,110,26,6991228.65136475
"2367",2367,2367,2367,2,20,16,4,1609.5709647455
"2368",2368,2368,2368,1,22,144,33,10745584.2019263
"2369",2369,2369,2369,1,21,133,31,9726735.11794295
"2370",2370,2370,2370,1,16,8,2,3537.02524081564
"2371",2371,2371,2371,1,10,42,10,2337721.55512119
"2372",2372,2372,2372,2,13,135,31,9370060.20998259
"2373",2373,2373,2373,1,24,71,17,4148684.60066458
"2374",2374,2374,2374,2,28,33,8,399485.5903755
"2375",2375,2375,2375,1,29,20,5,393121.224556466
"2376",2376,2376,2376,2,26,87,20,6095472.82693583
"2377",2377,2377,2377,1,5,145,34,11464291.313411
"2378",2378,2378,2378,2,7,137,32,8957344.0202971
"2379",2379,2379,2379,2,1,55,13,3010573.5102596
"2380",2380,2380,2380,1,19,125,29,9007038.74648105
"2381",2381,2381,2381,2,16,145,34,11339693.9468681
"2382",2382,2382,2382,1,27,95,22,7689383.60165472
"2383",2383,2383,2383,1,6,74,17,5020902.86826479
"2384",2384,2384,2384,1,16,28,7,532850.184982503
"2385",2385,2385,2385,1,27,55,13,3591223.62125164
"2386",2386,2386,2386,2,8,84,20,5290179.18018747
"2387",2387,2387,2387,2,3,79,19,3992461.92150617
"2388",2388,2388,2388,2,24,45,11,805134.599572782
"2389",2389,2389,2389,1,24,132,31,8691253.89215766
"2390",2390,2390,2390,2,18,129,30,9417080.49872949
"2391",2391,2391,2391,1,10,137,32,8721347.75304309
"2392",2392,2392,2392,1,1,36,9,1349043.00121733
"2393",2393,2393,2393,2,30,65,15,3489076.40241343
"2394",2394,2394,2394,1,22,98,23,5916677.32503561
"2395",2395,2395,2395,1,4,70,16,4815201.15503526
"2396",2396,2396,2396,2,11,31,8,180672.442445327
"2397",2397,2397,2397,2,9,123,29,9380831.9069513
"2398",2398,2398,2398,1,9,10,3,52102.9245798209
"2399",2399,2399,2399,1,5,46,11,3010511.91550633
"2400",2400,2400,2400,2,19,23,6,169774.765592245
"2401",2401,2401,2401,1,3,59,14,4164694.60299606
"2402",2402,2402,2402,1,27,4,1,6.88397266627271
"2403",2403,2403,2403,1,29,10,3,26784.6874028243
"2404",2404,2404,2404,1,11,79,19,4808981.00544093
"2405",2405,2405,2405,2,1,29,7,192507.892093398
"2406",2406,2406,2406,1,4,63,15,3635417.71702737
"2407",2407,2407,2407,2,23,38,9,794392.643701951
"2408",2408,2408,2408,1,12,106,25,7381378.84882972
"2409",2409,2409,2409,1,15,145,34,10353473.1608804
"2410",2410,2410,2410,1,11,61,14,3261234.10929741
"2411",2411,2411,2411,2,14,105,24,6883269.41875981
"2412",2412,2412,2412,1,20,127,29,9577924.06923965
"2413",2413,2413,2413,1,3,118,27,9315656.78212072
"2414",2414,2414,2414,1,18,107,25,7296907.76182014
"2415",2415,2415,2415,1,8,57,14,3008447.0977398
"2416",2416,2416,2416,2,26,102,24,7914211.18187223
"2417",2417,2417,2417,2,2,88,21,5100078.41922083
"2418",2418,2418,2418,1,14,10,3,5806.72477786252
"2419",2419,2419,2419,1,20,41,10,1454321.05963564
"2420",2420,2420,2420,1,24,7,2,803.851351833913
"2421",2421,2421,2421,1,3,109,25,8196540.51902318
"2422",2422,2422,2422,1,14,133,31,10859651.0770044
"2423",2423,2423,2423,1,6,92,21,4723357.41409651
"2424",2424,2424,2424,2,23,92,21,6841057.38900638
"2425",2425,2425,2425,1,1,50,12,2587144.9070429
"2426",2426,2426,2426,1,22,47,11,1509552.23292512
"2427",2427,2427,2427,2,29,102,24,7275761.69888946
"2428",2428,2428,2428,2,26,137,32,11132495.0699427
"2429",2429,2429,2429,2,21,114,27,7224582.97317454
"2430",2430,2430,2430,1,5,62,15,3484243.29560953
"2431",2431,2431,2431,2,1,18,5,2439.30651868123
"2432",2432,2432,2432,1,18,21,5,444782.966177686
"2433",2433,2433,2433,1,3,32,8,835507.71316444
"2434",2434,2434,2434,2,20,22,6,71598.3284972651
"2435",2435,2435,2435,1,21,69,16,3391779.04204215
"2436",2436,2436,2436,1,3,77,18,4374400.83934519
"2437",2437,2437,2437,2,2,87,20,6017755.5345204
"2438",2438,2438,2438,1,1,24,6,593601.190428449
"2439",2439,2439,2439,1,13,70,16,4552129.49332251
"2440",2440,2440,2440,1,5,96,22,7007557.84202242
"2441",2441,2441,2441,1,28,8,2,2788.27152101989
"2442",2442,2442,2442,1,8,92,21,5311003.19352497
"2443",2443,2443,2443,1,17,122,28,8996826.46638617
"2444",2444,2444,2444,1,10,43,10,2271831.21147291
"2445",2445,2445,2445,2,1,114,27,8955087.6973151
"2446",2446,2446,2446,1,20,36,9,1315816.1188992
"2447",2447,2447,2447,1,24,67,16,4347698.24501562
"2448",2448,2448,2448,2,21,54,13,3122437.02868176
"2449",2449,2449,2449,2,9,144,33,11496929.4144646
"2450",2450,2450,2450,2,12,149,34,11653202.2950977
"2451",2451,2451,2451,2,23,36,9,707029.945604248
"2452",2452,2452,2452,1,13,40,10,1637180.7303583
"2453",2453,2453,2453,1,23,23,6,456505.493441822
"2454",2454,2454,2454,1,15,66,16,4119556.02435982
"2455",2455,2455,2455,2,14,70,16,4605691.29546032
"2456",2456,2456,2456,1,11,55,13,3296927.56847134
"2457",2457,2457,2457,2,17,38,9,769136.183272302
"2458",2458,2458,2458,2,23,112,26,8720979.12294497
"2459",2459,2459,2459,2,15,8,2,4.62475615084827
"2460",2460,2460,2460,1,30,128,30,9217712.72062036
"2461",2461,2461,2461,2,25,44,11,1126010.22073457
"2462",2462,2462,2462,2,22,126,29,10281861.8299323
"2463",2463,2463,2463,2,29,107,25,7373352.38285285
"2464",2464,2464,2464,1,23,112,26,7765392.3227689
"2465",2465,2465,2465,1,23,136,32,9552375.44005932
"2466",2466,2466,2466,1,14,73,17,4432530.4344912
"2467",2467,2467,2467,1,16,86,20,6798667.81184374
"2468",2468,2468,2468,1,18,59,14,3091520.19408138
"2469",2469,2469,2469,2,11,111,26,8179469.03733078
"2470",2470,2470,2470,2,8,43,10,1167998.63937763
"2471",2471,2471,2471,2,26,147,34,11060004.8502008
"2472",2472,2472,2472,1,17,32,8,1053671.07766145
"2473",2473,2473,2473,1,1,47,11,2801182.48653031
"2474",2474,2474,2474,2,29,116,27,8693909.74175657
"2475",2475,2475,2475,2,17,123,29,9248929.31865606
"2476",2476,2476,2476,2,29,81,19,4729811.32742115
"2477",2477,2477,2477,1,6,28,7,861692.614659444
"2478",2478,2478,2478,2,28,67,16,3921405.89345015
"2479",2479,2479,2479,1,7,42,10,1761084.91910267
"2480",2480,2480,2480,1,17,125,29,8389732.33243607
"2481",2481,2481,2481,2,28,48,11,2666933.08744073
"2482",2482,2482,2482,1,9,146,34,12438378.9435287
"2483",2483,2483,2483,1,25,14,4,61438.288088311
"2484",2484,2484,2484,2,5,40,10,888080.965524307
"2485",2485,2485,2485,2,19,33,8,375732.36448101
"2486",2486,2486,2486,1,8,97,23,7011409.40570621
"2487",2487,2487,2487,2,21,3,1,1.17194231575525e-20
"2488",2488,2488,2488,1,5,124,29,10218031.1355448
"2489",2489,2489,2489,2,12,55,13,2870080.23661244
"2490",2490,2490,2490,1,13,79,19,5512957.862361
"2491",2491,2491,2491,1,26,43,10,2004194.8839994
"2492",2492,2492,2492,2,13,113,26,8536814.12701443
"2493",2493,2493,2493,2,13,33,8,308181.244325102
"2494",2494,2494,2494,2,21,62,15,3411144.94180207
"2495",2495,2495,2495,1,13,8,2,2531.18663765717
"2496",2496,2496,2496,1,2,77,18,4964833.94161378
"2497",2497,2497,2497,2,10,3,1,1.61874257751352e-27
"2498",2498,2498,2498,1,29,98,23,6389677.36360916
"2499",2499,2499,2499,1,14,83,19,5633650.17906048
"2500",2500,2500,2500,1,15,89,21,5203822.48096896
"2501",2501,2501,2501,2,17,76,18,4820853.65153981
"2502",2502,2502,2502,1,30,61,14,3279652.24100273
"2503",2503,2503,2503,2,30,6,2,3.9742581074137
"2504",2504,2504,2504,2,29,74,17,4938205.59815009
"2505",2505,2505,2505,2,7,19,5,76932.8029462889
"2506",2506,2506,2506,2,23,129,30,9989341.28804697
"2507",2507,2507,2507,2,18,76,18,3786000.50913146
"2508",2508,2508,2508,2,25,19,5,181837.105350085
"2509",2509,2509,2509,1,4,29,7,769028.184001444
"2510",2510,2510,2510,2,9,118,27,8372885.67670012
"2511",2511,2511,2511,1,1,94,22,6500540.81912135
"2512",2512,2512,2512,1,13,44,11,2262110.80842708
"2513",2513,2513,2513,2,6,69,16,4146485.14725346
"2514",2514,2514,2514,1,13,91,21,6649701.61283663
"2515",2515,2515,2515,1,12,33,8,1236287.50487995
"2516",2516,2516,2516,1,12,63,15,4239321.16422621
"2517",2517,2517,2517,2,5,128,30,8686502.61067695
"2518",2518,2518,2518,2,16,127,29,9084966.59666523
"2519",2519,2519,2519,2,26,73,17,4141883.51034417
"2520",2520,2520,2520,1,10,144,33,11569004.0006092
"2521",2521,2521,2521,2,1,51,12,3127190.97361694
"2522",2522,2522,2522,2,8,55,13,3046698.76930862
"2523",2523,2523,2523,2,4,134,31,10058558.6067976
"2524",2524,2524,2524,1,20,50,12,2479945.88324386
"2525",2525,2525,2525,1,10,17,4,219880.735329337
"2526",2526,2526,2526,1,6,105,24,7946770.70925656
"2527",2527,2527,2527,1,30,149,34,11816425.186948
"2528",2528,2528,2528,2,17,74,17,4621664.15723125
"2529",2529,2529,2529,1,27,57,14,3626860.54305064
"2530",2530,2530,2530,1,1,119,28,8999260.08752465
"2531",2531,2531,2531,2,29,10,3,10.5588932927231
"2532",2532,2532,2532,1,12,126,29,9589948.48749833
"2533",2533,2533,2533,1,1,11,3,27251.7461665769
"2534",2534,2534,2534,2,30,45,11,1170148.26289145
"2535",2535,2535,2535,1,17,26,6,653505.067002553
"2536",2536,2536,2536,1,1,23,6,486678.323678876
"2537",2537,2537,2537,2,9,4,1,1.17242636223602e-16
"2538",2538,2538,2538,1,20,86,20,5187389.49843841
"2539",2539,2539,2539,1,6,117,27,8723370.07931215
"2540",2540,2540,2540,2,30,141,33,10936655.4296528
"2541",2541,2541,2541,2,12,60,14,3333254.33121259
"2542",2542,2542,2542,1,3,132,31,10385759.8353151
"2543",2543,2543,2543,2,30,76,18,4520186.04943227
"2544",2544,2544,2544,1,25,50,12,2901388.643478
"2545",2545,2545,2545,2,15,32,8,585716.426208091
"2546",2546,2546,2546,2,19,44,11,815779.507631144
"2547",2547,2547,2547,1,7,30,7,595072.230874326
"2548",2548,2548,2548,1,4,2,1,0.164308174138516
"2549",2549,2549,2549,1,15,6,2,165.691730768467
"2550",2550,2550,2550,2,7,21,5,17329.5534501426
"2551",2551,2551,2551,2,23,114,27,8070569.06831464
"2552",2552,2552,2552,2,14,57,14,3045518.88724721
"2553",2553,2553,2553,1,4,20,5,314556.678511448
"2554",2554,2554,2554,1,22,45,11,2059800.99819443
"2555",2555,2555,2555,1,27,110,26,7907016.98945194
"2556",2556,2556,2556,1,13,72,17,4334922.17344463
"2557",2557,2557,2557,2,5,17,4,6310.4139377842
"2558",2558,2558,2558,2,6,118,27,9100428.53122104
"2559",2559,2559,2559,2,27,126,29,10098936.1956599
"2560",2560,2560,2560,2,26,39,9,1117602.63307311
"2561",2561,2561,2561,1,18,150,35,11492189.0676428
"2562",2562,2562,2562,1,2,97,23,7025623.08498898
"2563",2563,2563,2563,1,29,8,2,8711.41810197846
"2564",2564,2564,2564,1,16,37,9,1497406.91198351
"2565",2565,2565,2565,1,18,65,15,4315782.68400234
"2566",2566,2566,2566,2,3,105,24,6613624.58792142
"2567",2567,2567,2567,2,25,99,23,6528284.49772777
"2568",2568,2568,2568,2,17,128,30,8935536.96761771
"2569",2569,2569,2569,1,4,125,29,9340674.4133706
"2570",2570,2570,2570,1,13,7,2,1571.93697515524
"2571",2571,2571,2571,2,13,140,32,9730533.18289446
"2572",2572,2572,2572,2,14,27,7,44574.8282814939
"2573",2573,2573,2573,2,18,17,4,36861.3175727358
"2574",2574,2574,2574,1,4,85,20,5884620.55059181
"2575",2575,2575,2575,2,8,83,19,5661527.17525399
"2576",2576,2576,2576,1,13,33,8,1223137.95172998
"2577",2577,2577,2577,2,21,124,29,8360723.24316572
"2578",2578,2578,2578,2,9,15,4,279.894104775318
"2579",2579,2579,2579,2,29,141,33,10125252.1948229
"2580",2580,2580,2580,1,2,133,31,9843012.52357925
"2581",2581,2581,2581,2,15,139,32,10916271.3590208
"2582",2582,2582,2582,1,3,12,3,99765.7121561012
"2583",2583,2583,2583,1,2,150,35,10837463.8408539
"2584",2584,2584,2584,1,28,109,25,8176378.41333199
"2585",2585,2585,2585,2,3,102,24,6999166.66885135
"2586",2586,2586,2586,2,28,78,18,5829988.77131176
"2587",2587,2587,2587,1,7,63,15,2955255.69043149
"2588",2588,2588,2588,1,2,28,7,854681.896020842
"2589",2589,2589,2589,2,27,123,29,8151418.01923933
"2590",2590,2590,2590,1,10,7,2,772.581054391149
"2591",2591,2591,2591,2,21,116,27,8846525.30609972
"2592",2592,2592,2592,2,25,103,24,6555865.35707573
"2593",2593,2593,2593,1,18,145,34,12160732.2230428
"2594",2594,2594,2594,1,25,108,25,8146483.87756577
"2595",2595,2595,2595,1,14,140,32,10371990.0984952
"2596",2596,2596,2596,1,11,49,12,1964752.30205421
"2597",2597,2597,2597,2,14,17,4,5317.28085890521
"2598",2598,2598,2598,1,23,13,3,52716.4674738632
"2599",2599,2599,2599,1,19,136,32,9725184.92794201
"2600",2600,2600,2600,2,23,74,17,4700480.35764216
"2601",2601,2601,2601,1,23,79,19,4832834.12430032
"2602",2602,2602,2602,1,5,4,1,21.4331453193105
"2603",2603,2603,2603,2,23,16,4,2820.17960181145
"2604",2604,2604,2604,2,2,81,19,4622827.26242115
"2605",2605,2605,2605,2,20,105,24,7566027.97630128
"2606",2606,2606,2606,2,18,141,33,10028648.007015
"2607",2607,2607,2607,1,11,126,29,9342701.33466978
"2608",2608,2608,2608,2,1,2,1,0
"2609",2609,2609,2609,2,29,83,19,5682450.75909112
"2610",2610,2610,2610,2,2,9,3,4.41977301074014
"2611",2611,2611,2611,2,3,135,31,10332278.8084039
"2612",2612,2612,2612,1,22,93,22,5946783.9083852
"2613",2613,2613,2613,2,11,18,5,9733.48018097832
"2614",2614,2614,2614,1,9,82,19,5327366.14788509
"2615",2615,2615,2615,1,7,71,17,4295933.34242549
"2616",2616,2616,2616,2,18,14,4,659.639045650998
"2617",2617,2617,2617,1,5,135,31,10766693.358166
"2618",2618,2618,2618,1,30,34,8,1036056.44950048
"2619",2619,2619,2619,1,9,138,32,11273151.4629866
"2620",2620,2620,2620,1,12,8,2,7338.77199377712
"2621",2621,2621,2621,2,1,30,7,225407.706299353
"2622",2622,2622,2622,2,21,60,14,3599095.51033388
"2623",2623,2623,2623,2,14,117,27,9058406.44204255
"2624",2624,2624,2624,2,18,93,22,5342754.08938588
"2625",2625,2625,2625,1,22,75,18,4248465.35469072
"2626",2626,2626,2626,1,13,17,4,260114.456010381
"2627",2627,2627,2627,2,1,71,17,3896913.50440225
"2628",2628,2628,2628,2,13,4,1,7.52792761834499e-12
"2629",2629,2629,2629,1,30,144,33,11545524.3648326
"2630",2630,2630,2630,2,27,129,30,10235700.6220402
"2631",2631,2631,2631,1,22,133,31,9849559.99969408
"2632",2632,2632,2632,1,14,5,2,81.1969785589421
"2633",2633,2633,2633,1,24,4,1,18.7282833431489
"2634",2634,2634,2634,2,1,117,27,8269394.99712568
"2635",2635,2635,2635,1,18,31,8,1013696.63712053
"2636",2636,2636,2636,1,8,132,31,10474393.3275187
"2637",2637,2637,2637,1,10,37,9,1418727.59822322
"2638",2638,2638,2638,2,5,15,4,135.275593349318
"2639",2639,2639,2639,1,29,130,30,10229990.2290836
"2640",2640,2640,2640,2,2,124,29,8978516.08242237
"2641",2641,2641,2641,2,30,109,25,8924650.78807802
"2642",2642,2642,2642,1,30,43,10,2564722.38918499
"2643",2643,2643,2643,2,17,91,21,5582114.90777125
"2644",2644,2644,2644,1,13,77,18,4651568.98472264
"2645",2645,2645,2645,1,29,21,5,449884.57631485
"2646",2646,2646,2646,2,4,81,19,5548829.87990532
"2647",2647,2647,2647,1,11,56,13,2638072.87891427
"2648",2648,2648,2648,1,25,95,22,5563879.93209458
"2649",2649,2649,2649,2,18,2,1,0
"2650",2650,2650,2650,2,6,131,30,10512963.5098526
"2651",2651,2651,2651,1,10,74,17,3950636.17001373
"2652",2652,2652,2652,1,24,145,34,11413833.1628022
"2653",2653,2653,2653,1,10,143,33,11245700.2582791
"2654",2654,2654,2654,2,11,10,3,9.60425274494843
"2655",2655,2655,2655,1,4,135,31,9933811.1151283
"2656",2656,2656,2656,2,10,5,2,0.00178414631055106
"2657",2657,2657,2657,1,26,66,16,4288046.52671203
"2658",2658,2658,2658,1,20,16,4,100968.92474979
"2659",2659,2659,2659,1,16,90,21,5004012.17655479
"2660",2660,2660,2660,1,27,94,22,6100752.00566135
"2661",2661,2661,2661,1,12,91,21,5578189.46771516
"2662",2662,2662,2662,1,1,129,30,10799884.0905021
"2663",2663,2663,2663,2,20,48,11,1262375.45905426
"2664",2664,2664,2664,2,24,52,12,1540909.50654941
"2665",2665,2665,2665,2,18,33,8,303718.806996881
"2666",2666,2666,2666,1,8,74,17,4801086.80466179
"2667",2667,2667,2667,2,24,72,17,4475578.91504247
"2668",2668,2668,2668,1,4,52,12,3099300.32991406
"2669",2669,2669,2669,2,5,115,27,7933665.47557375
"2670",2670,2670,2670,2,24,3,1,1.55306517398844e-24
"2671",2671,2671,2671,1,28,86,20,5695959.75333246
"2672",2672,2672,2672,2,13,87,20,4771689.85638554
"2673",2673,2673,2673,2,21,35,8,673443.83947149
"2674",2674,2674,2674,1,2,5,2,32.1954705149538
"2675",2675,2675,2675,2,14,149,34,11772691.6442015
"2676",2676,2676,2676,2,4,15,4,129.886847988999
"2677",2677,2677,2677,2,1,49,12,1937891.87857008
"2678",2678,2678,2678,1,1,85,20,5641466.45904582
"2679",2679,2679,2679,2,16,3,1,5.40614337954493e-23
"2680",2680,2680,2680,2,15,37,9,492195.196006824
"2681",2681,2681,2681,1,7,40,10,1928218.83157153
"2682",2682,2682,2682,2,29,144,33,11541037.1329879
"2683",2683,2683,2683,2,2,64,15,3251267.79831814
"2684",2684,2684,2684,2,28,145,34,11995620.1882955
"2685",2685,2685,2685,2,22,60,14,3769143.40992357
"2686",2686,2686,2686,2,12,107,25,8125998.01921378
"2687",2687,2687,2687,2,6,32,8,147318.882238751
"2688",2688,2688,2688,1,30,64,15,4690824.74715024
"2689",2689,2689,2689,1,8,34,8,1071574.31178428
"2690",2690,2690,2690,1,10,6,2,631.259574754517
"2691",2691,2691,2691,1,25,29,7,850898.948133002
"2692",2692,2692,2692,1,21,65,15,3558971.5803802
"2693",2693,2693,2693,2,3,99,23,6602563.00204292
"2694",2694,2694,2694,1,11,142,33,10444834.0717818
"2695",2695,2695,2695,1,17,4,1,8.83933585628203
"2696",2696,2696,2696,1,15,103,24,7456462.61042756
"2697",2697,2697,2697,2,4,98,23,6805663.85083668
"2698",2698,2698,2698,2,6,117,27,8617998.6260773
"2699",2699,2699,2699,1,8,41,10,2108777.31418018
"2700",2700,2700,2700,1,3,71,17,3723669.02128189
"2701",2701,2701,2701,2,16,36,9,485101.929121873
"2702",2702,2702,2702,2,8,37,9,532630.64567196
"2703",2703,2703,2703,1,22,43,10,2623901.05788737
"2704",2704,2704,2704,1,16,71,17,4491961.41444135
"2705",2705,2705,2705,1,22,60,14,3766173.56750187
"2706",2706,2706,2706,1,29,93,22,6501131.46330538
"2707",2707,2707,2707,1,1,87,20,6322571.03203963
"2708",2708,2708,2708,2,14,84,20,5526100.83680605
"2709",2709,2709,2709,2,10,103,24,7639871.40515674
"2710",2710,2710,2710,2,19,15,4,8685.06777736086
"2711",2711,2711,2711,2,28,3,1,8.6538041302745e-28
"2712",2712,2712,2712,2,26,133,31,9959371.86903952
"2713",2713,2713,2713,2,11,137,32,9725466.07596323
"2714",2714,2714,2714,2,9,80,19,5441538.72355477
"2715",2715,2715,2715,2,26,108,25,7545880.77996402
"2716",2716,2716,2716,1,8,79,19,5261920.00356659
"2717",2717,2717,2717,2,9,149,34,11859835.8360758
"2718",2718,2718,2718,2,28,16,4,3005.21749165054
"2719",2719,2719,2719,1,14,49,12,2621059.78898813
"2720",2720,2720,2720,1,6,30,7,709806.571056424
"2721",2721,2721,2721,2,26,40,10,758769.593842721
"2722",2722,2722,2722,1,16,7,2,1620.30845024086
"2723",2723,2723,2723,1,15,100,23,7655145.83821034
"2724",2724,2724,2724,1,13,14,4,177261.522389381
"2725",2725,2725,2725,2,6,110,26,8188390.45450724
"2726",2726,2726,2726,2,27,131,30,10044451.7888907
"2727",2727,2727,2727,2,21,30,7,228773.176504017
"2728",2728,2728,2728,2,23,131,30,9686144.76148024
"2729",2729,2729,2729,2,23,71,17,4474781.21648291
"2730",2730,2730,2730,1,16,54,13,3050893.27105052
"2731",2731,2731,2731,2,24,20,5,18086.2490534606
"2732",2732,2732,2732,1,12,67,16,3536180.46962103
"2733",2733,2733,2733,1,18,149,34,10875701.3724156
"2734",2734,2734,2734,1,26,147,34,11085985.0518805
"2735",2735,2735,2735,1,13,30,7,793924.736038164
